,title,overview,popularity,original_language,vote_count,vote_average
5360,Young Sister-In-Law,"Three men and women start living together. Byeong-soo is chosen in a scenario contest and is picked to write a script for a movie, so he leaves the noisy city and moves in with his married senior from school. At the house is Ji-eun, the senior's wife and a young and sexy Bo-yeong.  The three living together leads to some risky situations!",15.076,ko,1,4.0
5361,The Villainess,A young girl is raised as a killer in the Yanbian province of China. She hides her identity and travels to South Korea where she hopes to lead a quiet life but becomes involved with two mysterious men.,19.296,ko,569,6.8
5362,LANA,"Actress Maisa Abd Elhadi was shot while protesting in 2021. This short reimagines the moment the actress danced with the forces and through creativity removed all obstacles, for herself and those before and after her.  This film is led by actress/dancer Maisa Abd Elhadi who was shot in the leg in May 2021 in Haifa while protesting peacefully against Palestinian home demolition. It is made with the leaders of the Palestinian circus, whose members have been persecuted and detained. The director has also been targeted as she protested peacefully. We continue to make and change history through creativity that never dies.",21.354,ar,0,0.0
5363,Hudson Hawk,"Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy.",17.038,en,853,5.7
5364,Casualties of War,"During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager.",15.537,en,746,7.2
5365,Jingle All the Way,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his son's karate exposition, Howard vows to make it up to him by buying an action figure of his son's favorite television hero for Christmas. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man. Now, Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",12.788,en,2266,6.0
5366,Elektra,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",11.788,en,2147,5.0
5367,Rough Night,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.",17.544,en,1853,5.7
5368,The Dirty Dozen,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",17.537,en,1026,7.6
5369,Django,A coffin-dragging gunslinger and a half-breed prostitute become embroiled in a bitter feud between a merciless masked clan and a band of Mexican revolutionaries.,19.037,it,775,7.2
5370,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,11.736,en,926,7.6
5371,Pet Girl: Secret Helper,"It's boring for two men to stay at home. One day, Yingxun said that he would like to pay for it and call a pet girl to come home. The two pet girls who arrive the next day will use a week-long service to meet the needs of the male owner",10.646,ko,3,3.5
5372,Female Teacher's Diary Forbidden Sex,"The film depicts the relationship between a beautiful teacher and a male teacher, popular among female students, an excellent student who tells the teacher about his feelings using an answering machine, and a high school student who bets on whether she can have a relationship with a male teacher. This is the debut full-length work by Hideo Nakata.",9.139,ja,2,5.5
5373,Crimson Peak,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",15.54,en,4551,6.6
5374,The Escort,"Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",17.29,en,365,6.0
5375,The Edge,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",16.685,en,1018,6.8
5376,Shanghai Fortress,"Set in the future, the city of Shanghai battle to defend itself against an ongoing attack by an alien force that has attacked and laid siege to numerous cities around the globe in it's quest to harvest a hidden energy only found on earth.",13.547,zh,102,5.5
5377,Till Death,"After a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. Trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan.",18.06,en,636,6.7
5378,"Germany, Year Zero","In the ruins of post-WWII Berlin, a twelve-year-old boy is left to his own devices in order to help provide for his family.",21.311,it,301,7.7
5379,At Eternity's Gate,"Famed but tormented artist Vincent van Gogh spends his final years in Arles, France, painting masterworks of the natural world that surrounds him.",15.793,en,1314,6.9
5380,Clerks III,"After narrowly surviving a massive heart attack, Randal enlists his old friend Dante to help him make a movie immortalizing their youthful days at the little convenience store that started it all.",14.611,en,142,6.1
5381,The Changeling,"After a tragic event happens, composer John Russell moves to Seattle to try to overcome it and build a new and peaceful life in a lonely big house that has been uninhabited for many years. But, soon after, the obscure history of such an old mansion and his own past begin to haunt him.",15.215,en,499,7.0
5382,Living with Chucky,"A filmmaker who grew up alongside Chucky the killer doll seeks out the other families surrounding the Child's Play films as they recount their experiences working on the ongoing franchise and what it means to be a part of the, ""Chucky"" family.",18.343,en,8,6.3
5383,Cold Skin,A young man who arrives at a remote island finds himself trapped in a battle for his life.,21.294,en,512,6.2
5384,Spirit Doll,"Dara, the actress who returned for her latest horror film 'Boneka Arwah' after her divorce from her husband Darius had put an end to her career. One day, their son, Embun died and both of them felt sad. The two of them together with Jenny, Dara's assistant, finally found a way out until Embun appeared through Dara's own new doll property.",9.463,id,0,0.0
5385,The Treadmill Switcher,"A woman walks on the same treadmill every day becomes fascinated by a person with a unique workout routine, until the person switches treadmills and runs directly next to her.",21.281,en,0,0.0
5386,Anonymously Yours,"After an accidental text message turns into a digital friendship, Vale and Alex start crushing on each other without realizing they've met in real life.",13.816,es,324,7.7
5387,The Ballad of Buster Scruggs,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",18.24,en,3549,7.2
5388,My Little Pony: Equestria Girls - Rainbow Rocks,"Music rules and rainbows rock as Twilight Sparkle and pals compete for the top spot in the Canterlot High ""Mane Event"" talent show. The girls must rock their way to the top, and outshine rival Adagio Dazzle and her band The Dazzlings, to restore harmony back to Canterlot High.",20.285,en,137,8.1
5389,Are We There Yet?,"The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Years Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for Nick.",16.781,en,860,5.6
5390,The Pirates! In an Adventure with Scientists!,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!",20.283,en,946,6.4
5391,Curve,soon-to-be bride on her way to a wedding rehearsal is having second thoughts and decides to take a detour. Car breaks down and a hitchiker offers help. Could it be fate?,11.984,en,379,5.7
5392,"Ti Tou, Zhi Chuang, Jia Wa Wa Ji",,21.267,zh,0,0.0
5393,Shark: The Beginning,"A bullied teenager who is locked up at a juvenile detention center due to an unexpected accident, meets a mixed martial arts champion to break through his own limits.",13.914,ko,20,7.2
5394,The Card Counter,"William Tell just wants to play cards. His spartan existence on the casino trail is shattered when he is approached by Cirk, a vulnerable and angry young man seeking help to execute his plan for revenge on a military colonel. Tell sees a chance at redemption through his relationship with Cirk. But keeping Cirk on the straight-and-narrow proves impossible, dragging Tell back into the darkness of his past.",13.759,en,747,6.2
5395,Shaun the Sheep Movie,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",14.783,en,1213,7.0
5396,Jeepers Creepers Returns,"An evil warlock summons the Creeper from the bounds of hell to slay on earth Every 23 years for 23 days, but he also needs to eat and refresh his flesh Or he will loose his immortality forever.",17.557,en,0,0.0
5397,Masquerade,"Adrien, an attractive dancer whose career was shattered by a motorbike accident, wastes his youth in the laziness of the French Riviera, where he is looked after by Martha, a former movie star. Adrien’s life is turned upside down when he meets Margot, a captivating beauty who lives for the thrill of scams and romantic entanglements. Together, they fantasise about a better life and set up a diabolical scheme, an emotional masquerade.",20.081,fr,211,7.0
5398,Jexi,"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.",14.241,en,1046,6.9
5399,News of the World,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",13.698,en,1522,7.0
5400,Pokémon: The Rise of Darkrai,"Ash and friends (this time accompanied by newcomer Dawn) arrive at an idyllic village on their way to their next Pokemon contest, where chaos will soon erupt with the prophecy of two Pokemon Gods (Dialga and Palkia) and the arrival of a mysterious, seemingly deadly Pokemon named Darkrai, which has the power to distort space and time.",15.979,ja,230,6.9
5401,Bad Trip,Two pals embark on a road trip full of funny pranks that pull real people into mayhem.,17.543,en,463,6.1
5402,Ransom,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",21.248,en,1606,6.7
5403,Eastern Promises,"A Russian teenager, living in London, dies during childbirth but leaves clues to a midwife in her journal, that could tie her child to a rape involving a violent Russian mob family.",17.478,en,2859,7.4
5404,Home Alone 3,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",16.777,en,2679,5.3
5405,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",16.628,en,4773,6.7
5406,Persuasion,"Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth - the dashing one she once sent away - crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.",17.036,en,463,6.0
5407,JLA Adventures: Trapped in Time,"Get ready for a battle of the ages when the Justice League faces off against its archenemies, the Legion of Doom, in an all-new movie from DC Comics. A mysterious being known as the Time Trapper arises, and a sinister plan led by Lex Luthor sends the Legion of Doom back in time to eliminate Superman, Wonder Woman and Batman before they become super heroes. For Aquaman, Flash and Cyborg, along with teen super heroes Karate Kid and Dawnstar, the stakes have never been higher, the rescue mission never deadlier. So join the fight for the future as the Justice League confronts its ultimate challenge… the threat of having never existed!",17.529,en,192,6.7
5408,Cry Macho,"Mike Milo, a one-time rodeo star and washed-up horse breeder, takes a job from an ex-boss to bring the man's young son home from Mexico.",17.506,en,830,6.0
5409,Titanic,"Unhappily married, Julia Sturges decides to go to America with her two children on the Titanic. Her husband, Richard also arranges passage on the luxury liner so as to have custody of their two children. All this fades to insignificance once the ship hits an iceberg.",11.276,en,102,6.6
5410,Howl,"When passengers on a train are attacked by a creature, they must band together in order to survive until morning.",14.529,en,417,5.5
5411,Dog Day Afternoon,"Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.",15.723,en,2547,7.8
5412,Luther,"During the early 16th Century idealistic German monk Martin Luther, disgusted by the materialism in the church, begins the dialogue that will lead to the Protestant Reformation.",17.524,en,276,6.4
5413,Haunt,"On Halloween, a group of friends encounter an ""extreme"" haunted house that promises to feed on their darkest fears. The night turns deadly as they come to the horrifying realization that some nightmares are real.",17.986,en,988,6.7
5414,Nothing to Lose - Part 2,Second part of the biopic of the religious leader Edir Macedo.,20.296,pt,17,5.0
5415,The Opposite of Sex,"A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives.",12.773,en,173,6.2
5416,Chef,"When Chef Carl Casper suddenly quits his job at a prominent Los Angeles restaurant after refusing to compromise his creative integrity for its controlling owner, he is left to figure out what's next. Finding himself in Miami, he teams up with his ex-wife, his friend and his son to launch a food truck. Taking to the road, Chef Carl goes back to his roots to reignite his passion for the kitchen -- and zest for life and love.",14.026,en,2907,7.1
5417,Avengers Grimm: Time Wars,"When Rumpelstiltskin tries to take over Earth once and for all, The Avengers Grimm must track him down through time in order to defeat him.",15.061,en,51,4.8
5418,Professor Marston and the Wonder Women,"The unconventional life of Dr. William Marston, the Harvard psychologist and inventor who helped invent the modern lie detector test and created Wonder Woman in 1941.",12.03,en,760,7.2
5419,Hacker,"Alex, an immigrant from Ukraine comes to Canada and becomes involved with an online criminal organization called Darkweb. What starts off as a way to help his parents financially, soon becomes a personal vendetta against the entire banking system, when his mother is fired from her job at the bank",13.029,en,262,6.3
5420,Nezha,"The once dominating LIONS team gradually declined after the death of team leader Lao Shen. Unwilling to retire, Li Yi Fei and his new partner-the first female driver in league history, Lu Li li did not get along, and the two did not give in to each other, which made the team's situation worse. The second-generation new team leader, Ah Shen, who is not optimistic, has to pin his hopes on Du Jie Ke, an otaku who can only play simulator racing. Du Jie Ke, who has no actual combat experience, does not have the strength to participate in the competition, but in order to catch up with Lily, he works hard. Faced with his racing performance and the concerns of his family, Li Yi Fei decided to retreat behind the scenes and let Lily and Du Jie Ke form a new partnership. Outside the Lions team, there is a strong opponent Song Jie, and there are misunderstandings and conflicts that need to be resolved. In the fierce battle, they regained their original aspirations.",13.593,zh,10,6.0
5421,Spy,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",18.476,en,5529,6.8
5422,Ultimate Avengers: The Movie,"When a nuclear missile was fired at Washington in 1945, Captain America managed to detonate it in the upper atmosphere. But then he fell miles into the icy depths of the North Atlantic, where he remained lost for over sixty years. But now, with the world facing the very same evil, Captain America must rise again as our last hope for survival.",14.773,en,299,6.8
5423,Great Expectations,"In this Dickens adaptation, orphan Pip discovers through lawyer Mr. Jaggers that a mysterious benefactor wishes to ensure that he becomes a gentleman. Reunited with his childhood patron, Miss Havisham, and his first love, the beautiful but emotionally cold Estella, he discovers that the elderly spinster has gone mad from having been left at the altar as a young woman, and has made her charge into a warped, unfeeling heartbreaker.",13.022,en,272,7.3
5424,A Ghost Story,"Recently deceased, a white-sheeted ghost returns to his suburban home to console his bereft wife, only to find that in his spectral state he has become unstuck in time, forced to watch passively as the life he knew and the woman he loves slowly slip away.",12.278,en,2062,7.1
5425,Sister-in-law's Taste 2,Sister-in-law's Taste 2,14.603,ko,2,4.5
5426,Ratter,"Emma is a young and beautiful graduate student just starting a new life in New York City. Like most people her age, she is always connected - her phone and laptop are constant companions, documenting her most intimate moments. What she doesn't realize is that she's sharing her life with an uninvited and dangerous guest. A hacker is following Emma’s every move. When the voyeuristic thrill of watching her digitally isn't enough, the situation escalates to a dangerous and terrifying level.",11.275,en,285,5.2
5427,A Perfect Murder,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",14.271,en,1188,6.5
5428,South Park the Streaming Wars,Cartman locks horns with his mom in a battle of wills while an epic conflict unfolds that threatens South Park’s very existence.,14.826,en,129,7.3
5429,Descendants of Adultery,"Soo-ji is a skin specialist who experiences retaliatory driving on her way to work and Captain Kwon helps her. Later, they meet at the hospital and start to feel attracted to each other. Soo-ji is tired of living a pretentious marriage life with her cheating husband and falls in love with Kwon...",13.323,ko,4,4.8
5430,Death Warrant,"The Canadian policeman Louis Burke is assigned in a jail to investigate the murders of prisoners and jailors. When in jail, Louis, using his outstandings martial arts skills, is able to save his life and make himself respected in that violent world. At least, helped by two another prisoners, he succeded in finding the truth about the dreadful crimes.  In a violent and corrupt prison, decorated cop Louis Burke must infiltrate the jail to find answers to a number of inside murders. What he finds is a struggle of life and death tied in to his own past.",14.52,en,462,6.2
5431,Please Enlighten Me,"A  story between Lin Zhi Xiao, a graduating student from the Conservatory of Music, and her father's attending physician Gu Wei. Fourth-year student Lin Zhi Xiao hits rock bottom right before her graduation. Her father is hospitalized due to cancer leaving her no choice but to give up the chance to work at a reputable company. She also bears the pain from a relationship that has ended. All her beautiful imaginations towards love and her future are shattered in an instant. Just then, her father's doctor Gu Wei walks into Lin Zhi Xiao's life. When love begins, people often don't know that it's love. Two people who have been hurt before and no longer believe in love start to get to know each other. There are uncertainties and setbacks, misunderstandings and downturns, but in the process of falling in love, they become more assured that they have found the person to whom they can entrust the rest of their lives.",14.861,zh,19,6.6
5432,American Badger,"A seemingly cold-blooded hitman is assigned to befriend a call girl, but all hell breaks loose when he is assigned to kill her.",18.372,en,36,5.8
5433,Cargo,"After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",12.527,en,1552,6.4
5434,Stay Out of the Attic,"A diverse group of ex-cons-turned-movers are convinced by their creepy client, Vern Muller, to pull an all-nighter for a generous pay bump.  As the night progresses and rooms are cleared, they slowly uncover the horrors that exist inside his old Victorian mansion, which include boobytraps, human experimentation, Nazi monsters and more. Will they survive the night?",18.637,en,70,5.7
5435,The Wolf's Call,"With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem—or sound—using only his ears.",18.979,fr,1743,7.6
5436,Better Days,"A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations.",17.782,zh,330,8.3
5437,Sextuplets,"Father-to-be Alan is shocked to learn that he was born a sextuplet. With his newfound brother Russell riding shotgun, the duo sets out on a hilarious journey to reunite with their remaining long-lost siblings.",13.781,en,783,6.3
5438,The Doors,"The story of the famous and influential 1960s rock band and its lead singer and composer, Jim Morrison.",13.768,en,1207,7.1
5439,Armour of God,"Jackie Chan stars as Asian Hawk, an Indiana Jones-style adventurer looking to make a fortune in exotic antiquities. After Hawk discovers a mysterious sword in Africa, a band of Satan-worshipping monks kidnap his ex-girlfriend Lorelei, demanding the sword as ransom as well as other pieces of the legendary Armour of God - a magical outfit dating back to the Crusades.",14.018,cn,475,7.0
5440,211,"Inspired by one of the longest and bloodiest real-life events in police history, Officer Mike Chandler and a young civilian passenger find themselves under-prepared and outgunned when fate puts them squarely in the crosshairs of a daring bank heist in progress by a fearless team of highly-trained and heavily-armed men.",12.475,en,395,5.4
5441,Last Action Hero,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",16.015,en,2329,6.4
5442,Nomadland,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",18.037,en,2540,7.2
5443,Water Monster 2,,17.264,zh,24,6.8
5444,Paradise Inn Phuket: The Taste of College Students,"Seon-hye and Mi-young will come to a university in Thailand as exchange students.  Staying in a Korean homestay in Thailand, Seonhye and Miyoung  We are facing a new chapter in life..  Seonhye, where money is everything in life, and Miyoung, who is innocent,  They are attracted to each of the two men they met at the homestay,  Obsessed with desire and love  The relationship between the four men and women is devastating due to Mi-young's pregnancy and Sun-hye's betrayal",15.653,ko,2,5.5
5445,Los verduleros 2,"Two police officers decide to open a police academy where many applicants are enrolled, most of them stupid and without powers.",15.194,es,56,6.5
5446,Downrange,"Stranded at the side of the road after a tire blowout, a group of friends become targets for an enigmatic sniper.",12.773,en,272,5.8
5447,There Will Be Blood,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",18.516,en,5682,8.1
5448,Missing Link,"The charismatic Sir Lionel Frost considers himself to be the world's foremost investigator of myths and monsters. Trouble is, none of his small-minded, high-society peers seems to recognize this. Hoping to finally gain acceptance from these fellow adventurers, Sir Lionel travels to the Pacific Northwest to prove the existence of a legendary creature known as the missing link.",16.276,en,745,7.0
5449,Love in the Villa,"A young woman takes a trip to romantic Verona, Italy, after a breakup, only to find that the villa she reserved was double-booked, and she'll have to share her vacation with a cynical British man.",16.59,en,271,6.0
5450,I Am Mother,"A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.",14.224,en,2256,6.7
5451,Mezzo Forte,"The target of hitgirl Mikura is a wealthy baseball team owner, but he turns out to be a powerful underworld boss. Mikura and her team are beset by countless heavily armed bodyguards and the boss' vicious daughter.",18.723,ja,32,6.5
5452,The Only Living Boy in New York,"When a young man learns that his overbearing father is having an affair, he tries to stop it, only to be seduced by the older woman as well.",17.22,en,271,6.4
5453,Someone Borrowed,"To fulfill his mother’s dying wish and avoid being removed from her will, an inflexible bachelor hires an actress to play his fiancée.",19.804,pt,90,6.5
5454,47 Meters Down,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",14.219,en,2500,5.8
5455,Stitches,"The clumsy and unfunny clown Richard ""Stitches"" Grindle entertains at the 10th birthday party of little Tom, but the boy and his friends play a prank with Stitches, tying his shoelaces. Stitches slips, falls and dies. Six years later, Tom gives a birthday party for his friends at home, but Stitches revives to haunt the teenagers and revenge his death.",17.265,en,369,6.4
5456,A Fish Called Wanda,"A diamond advocate is attempting to steal a collection of diamonds, yet troubles arise when he realizes that he is not the only one after the diamonds.",13.011,en,1860,7.2
5457,In for a Murder,A stay-at-home mom and avid reader of crime stories discovers the deepest secrets of a small town's residents while investigating a woman's murder.,15.538,pl,159,6.3
5458,Masquerade,A young girl struggles to survive after a group of home invaders break into her house to steal her family's priceless artwork.,14.25,en,82,6.0
5459,The Forgotten Battle,"November 1944. On the flooded isle of Walcheren, Zeeland, thousands of Allied soldiers are battling the German army. Three young lives become inextricably connected. A Dutch boy fighting for the Germans, an English glider pilot and a girl from Zeeland connected to the resistance against her will, are forced to make crucial choices that impact both their own freedom and the freedom of others.",18.137,nl,547,7.1
5460,Making The Witcher,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series. Go behind the monsters, the ballads and every bit of magic that went into bringing The Witcher's Continent to life.",14.919,en,63,7.2
5461,The Strangers: Prey at Night,"A family’s road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked killers pay them a visit to test the family’s every limit as they struggle to survive.",15.97,en,1180,5.6
5462,Guns Akimbo,"An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter.",14.525,en,1962,6.5
5463,Asterix & Obelix Take on Caesar,"Set in 50 B.C., Asterix and Obelix are living in a small but well-protected village in Gaul, where a magic potion concocted by Druids turns the townsfolk into mighty soldiers. When Roman troops carve a path through Gaul to reach the English Channel, Caesar and his aide de camp Detritus discover the secret elixir and capture the Druid leader who knows its formula, and Asterix and Obelix are sent off to rescue them.",16.161,fr,1645,6.0
5464,Death By Desire,"After being cast in a movie, a day laborer has to secretly shelter his lover on the set or else risk losing her and all that movie stardom has promised him.",11.145,tl,1,10.0
5465,Big Momma's House,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",17.11,en,2050,5.8
5466,Chicago,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,14.01,en,2288,7.1
5467,Invincible,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way.",12.21,en,811,7.0
5468,Secretariat,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",21.076,en,505,7.4
5469,The Final Countdown,"During routine manoeuvres near Hawaii in 1980, the aircraft-carrier USS Nimitz is caught in a strange vortex-like storm, throwing the ship back in time to 1941—mere hours before the Japanese attack on Pearl Harbor.",15.758,en,494,6.6
5470,Tremors: A Cold Day in Hell,"Burt Gummer (Michael Gross) and his son Travis Welker (Jamie Kennedy) find themselves up to their ears in Graboids and Ass-Blasters when they head to Canada to investigate a series of deadly giant-worm attacks. Arriving at a remote research facility in the artic tundra, Burt begins to suspect that Graboids are secretly being weaponized, but before he can prove his theory, he is sidelined by Graboid venom. With just 48 hours to live, the only hope is to create an antidote from fresh venom — but to do that, someone will have to figure out how to milk a Graboid!",18.267,en,344,6.0
5471,Running with the Devil: The Wild World of John McAfee,"Through raw, revealing footage and interviews with fugitive tech pioneer John McAfee, this documentary uncovers new layers of his wild years on the run.",17.623,en,43,6.6
5472,TEKKEN: Blood Vengeance,"Set in the rich Tekken universe, Tekken: Blood Vengeance 3D follows Xiaoyu Ling, seasoned martial artist and high school student, tasked by the G Corporation to infiltrate an international school in Kyoto to gather information on the mysterious student Shin Kamiya. Before she can make any progress in the investigation, Shin is kidnapped by an unknown assailant. Digging deeper into Shin’s background in an attempt to rescue him, Xiaoyu learns about the frightening underbelly of the Mishima Zaibatsu. Jin Kazama, Kazuya Mishima… and the late Heihachi Mishima’s conspiracy that’s stained with blood.",15.048,ja,181,6.8
5473,Strange Way of Life,"After twenty-five years, Silva rides a horse across the desert to visit his friend, sheriff Jake. They celebrate the meeting, but the next morning, Jake tells him that reason for his trip is not to go down the memory lane of their friendship.",9.535,es,0,0.0
5474,Snoopy Presents: For Auld Lang Syne,"After finding out her grandmother won't be visiting for Christmas, Lucy decides to cheer herself up by throwing the ultimate New Year's Eve party. Meanwhile, Charlie Brown tries to fulfill one of his resolutions before the clock strikes midnight.",20.813,en,84,7.3
5475,The Monkey King 3,"The third installment of the blockbuster fantasy series sees the return of the Monkey King in his most action-packed adventure yet! While continuing their epic journey to the West, the Monkey King and his companions are taken captive by the Queen of an all-female land, who believes them to be part of an ancient prophecy heralding the fall of her kingdom. With a lot of sorcery and a little bit of charm, the travelers devise a plan to escape. But when their trickery angers the mighty River God, they realize they might just bring about the foretold destruction - unless they can find a way to quell her wrath.",15.846,zh,36,5.4
5476,American Psycho II: All American Girl,"Rachel is a criminology student hoping to land a position as a teacher's assistant for professor Robert Starkman. She's sure this position will pave the way to an FBI career, and she's willing to do anything to obtain it -- including killing her classmates. The school psychiatrist, Dr. Daniels, becomes aware that Rachel is insane, but Rachel is skilled at her dangerous game of death and identity theft.",14.758,en,334,4.6
